<<<<<<<<<<

1. НУ      : Vпр = 120 км/ч , Hа = 200 м , САУ : стаб Углов, Vпр
   Задание : отработка САУ перехода по Hа : 200м --> 600м

Thu Apr 05 14:13:48 2018
  iSOK Time_SPNM     xrK     xrT    rddr    aShG    ShNV     Ha       V      Vpr      Vy     kur        gam        tng        psi        tet        alf      bet     snos       wx       wy       wz      ax1      ay1      az1      Pst         q       Gp      Tnv      Trv     fig         lag      SO HH:MM:SS:MS
   2538  967.440  -14.95  -68.68    6.04   28.70    9.38   600.90  126.85  123.15   -1.77    0.77291   -6.46951   -4.18322  359.74517   -2.88238   -1.176    1.166    0.013    1.675   -0.008   -0.493    0.089    9.245   -0.822  707.401     73.1   9716.0   9193.6    247.2   42.6979647  39.9473802 0 00:16:07.440
   2539  967.460  -14.95  -68.68    6.04   28.70    9.38   600.87  126.90  123.20   -1.78    0.77172   -6.43579   -4.19296  359.77223   -2.90036   -1.172    1.137    0.013    1.736    0.008   -0.483    0.087    9.247   -0.818  707.404     73.2   9716.0   9195.5    247.4   42.6979710  39.9473802 0 00:16:07.460
   2540  967.480  -14.95  -68.68    6.04   28.70    9.38   600.83  126.95  123.25   -1.79    0.77088   -6.40082   -4.20254  359.79914   -2.91824   -1.168    1.108    0.013    1.797    0.024   -0.473    0.085    9.249   -0.814  707.408     73.3   9716.0   9197.4    247.7   42.6979773  39.9473802 0 00:16:07.480
   2541  967.500  -14.95  -68.68    6.04   28.70    9.38   600.79  127.01  123.31   -1.81    0.77038   -6.36463   -4.21196  359.82589   -2.93602   -1.163    1.079    0.013    1.857    0.040   -0.463    0.082    9.252   -0.809  707.411     73.3   9716.0   9199.2    248.0   42.6979837  39.9473803 0 00:16:07.500
   2542  967.520  -14.10  -70.37    5.98   28.91    9.44   600.76  127.06  123.36   -1.82    0.77023   -6.32721   -4.22122  359.85248   -2.95371   -1.158    1.051    0.013    1.915    0.055   -0.453    0.075    9.307   -0.814  707.414     73.4   9716.0   9253.2    250.7   42.6979900  39.9473803 0 00:16:07.520
   2543  967.540  -14.10  -70.37    5.98   28.91    9.44   600.72  127.12  123.41   -1.83    0.77042   -6.28859   -4.23031  359.87914   -2.96960   -1.155    1.023    0.013    1.974    0.071   -0.443    0.081    9.309   -0.806  707.417     73.4   9716.0   9255.0    251.8   42.6979964  39.9473803 0 00:16:07.540
   2544  967.560  -14.10  -70.37    5.98   28.91    9.44   600.68  127.17  123.46   -1.84    0.77095   -6.24877   -4.23924  359.90557   -2.98541   -1.152    0.995    0.013    2.033    0.087   -0.433    0.078    9.311   -0.801  707.420     73.5   9716.0   9256.7    252.1   42.6980027  39.9473803 0 00:16:07.560
   2545  967.580  -14.10  -70.37    5.98   28.91    9.44   600.65  127.23  123.52   -1.85    0.77181   -6.20777   -4.24800  359.93182   -3.00113   -1.149    0.969    0.013    2.090    0.102   -0.423    0.076    9.314   -0.795  707.423     73.6   9716.0   9258.3    252.5   42.6980090  39.9473803 0 00:16:07.580
   2546  967.600  -14.10  -70.37    5.98   28.91    9.45   600.61  127.28  123.57   -1.86    0.77301   -6.16558   -4.25659  359.95788   -3.01676   -1.145    0.942    0.013    2.148    0.117   -0.413    0.074    9.316   -0.790  707.426     73.6   9716.0   9260.0    252.9   42.6980154  39.9473804 0 00:16:07.600
   2547  967.620  -13.15  -71.95    5.96   29.14    9.51   600.57  127.34  123.62   -1.87    0.77455   -6.12223   -4.26501  359.98375   -3.03230   -1.141    0.917    0.013    2.204    0.133   -0.403    0.067    9.374   -0.795  707.429     73.7   9716.0   9316.8    256.3   42.6980218  39.9473804 0 00:16:07.620
   2548  967.640  -13.15  -71.95    5.96   29.14    9.51   600.54  127.39  123.68   -1.88    0.77641   -6.07774   -4.27326    0.00970   -3.04596   -1.139    0.891    0.013    2.260    0.148   -0.393    0.073    9.376   -0.785  707.433     73.8   9716.0   9318.3    257.0   42.6980281  39.9473804 0 00:16:07.640
   2549  967.660  -13.15  -71.95    5.96   29.14    9.51   600.50  127.45  123.73   -1.89    0.77860   -6.03210   -4.28134    0.03537   -3.05954   -1.137    0.866    0.013    2.315    0.162   -0.382    0.071    9.378   -0.779  707.436     73.8   9716.0   9319.8    257.4   42.6980345  39.9473804 0 00:16:07.660
   2550  967.680  -13.15  -71.95    5.96   29.14    9.51   600.46  127.50  123.79   -1.90    0.78112   -5.98534   -4.28924    0.06083   -3.07305   -1.134    0.842    0.013    2.370    0.177   -0.372    0.068    9.380   -0.773  707.439     73.9   9716.0   9321.3    257.9   42.6980408  39.9473804 0 00:16:07.680
   2551  967.700  -13.15  -71.95    5.96   29.14    9.51   600.42  127.56  123.84   -1.91    0.78396   -5.93745   -4.29696    0.08608   -3.08647   -1.132    0.818    0.013    2.425    0.192   -0.362    0.066    9.382   -0.767  707.442     74.0   9716.0   9322.7    258.3   42.6980472  39.9473803 0 00:16:07.700
   2552  967.720  -13.15  -71.95    5.96   29.14    9.52   600.38  127.61  123.89   -1.92    0.78712   -5.88845   -4.30450    0.11112   -3.09981   -1.129    0.795    0.013    2.478    0.207   -0.351    0.064    9.384   -0.760  707.446     74.0   9715.9   9324.2    258.8   42.6980536  39.9473803 0 00:16:07.720
   2553  967.740  -12.05  -73.45    5.98   29.37    9.58   600.35  127.67  123.95   -1.92    0.79060   -5.83837   -4.31186    0.13613   -3.11212   -1.127    0.772    0.013    2.530    0.221   -0.340    0.065    9.445   -0.760  707.449     74.1   9715.9   9384.0    262.8   42.6980599  39.9473803 0 00:16:07.740
   2554  967.760  -12.05  -73.45    5.98   29.37    9.58   600.31  127.72  124.00   -1.93    0.79440   -5.78721   -4.31904    0.16092   -3.12341   -1.126    0.750    0.013    2.583    0.235   -0.330    0.063    9.447   -0.753  707.452     74.2   9715.9   9385.2    263.2   42.6980663  39.9473803 0 00:16:07.760
   2555  967.780  -12.05  -73.45    5.98   29.37    9.58   600.27  127.78  124.05   -1.94    0.79851   -5.73499   -4.32603    0.18548   -3.13463   -1.124    0.728    0.013    2.635    0.249   -0.319    0.062    9.449   -0.747  707.455     74.2   9715.9   9386.5    263.8   42.6980727  39.9473803 0 00:16:07.780
   2556  967.800  -12.05  -73.45    5.98   29.37    9.58   600.23  127.83  124.11   -1.95    0.80292   -5.68170   -4.33284    0.20981   -3.14578   -1.122    0.707    0.013    2.686    0.264   -0.309    0.060    9.451   -0.740  707.459     74.3   9715.9   9387.6    264.3   42.6980790  39.9473802 0 00:16:07.800
   2557  967.820  -12.05  -73.45    5.98   29.37    9.59   600.19  127.89  124.16   -1.96    0.80765   -5.62738   -4.33946    0.23389   -3.15686   -1.121    0.686    0.013    2.736    0.277   -0.298    0.058    9.453   -0.732  707.462     74.3   9715.9   9388.8    264.8   42.6980854  39.9473802 0 00:16:07.820
   2558  967.840  -10.81  -74.86    6.04   29.61    9.65   600.15  127.94  124.22   -1.96    0.81268   -5.57202   -4.34589    0.25773   -3.16786   -1.119    0.666    0.013    2.785    0.291   -0.287    0.052    9.516   -0.739  707.465     74.4   9715.9   9451.2    269.8   42.6980918  39.9473802 0 00:16:07.840
   2559  967.860  -10.81  -74.86    6.04   29.61    9.65   600.11  128.00  124.27   -1.97    0.81800   -5.51566   -4.35213    0.28164   -3.17682   -1.118    0.646    0.013    2.834    0.305   -0.277    0.057    9.518   -0.724  707.469     74.5   9715.9   9452.3    269.6   42.6980982  39.9473801 0 00:16:07.860
   2560  967.880  -10.81  -74.86    6.04   29.61    9.65   600.07  128.06  124.33   -1.98    0.82363   -5.45831   -4.35818    0.30519   -3.18572   -1.118    0.627    0.013    2.883    0.318   -0.266    0.055    9.519   -0.717  707.472     74.5   9715.9   9453.2    270.1   42.6981046  39.9473801 0 00:16:07.880
   2561  967.900  -10.81  -74.86    6.04   29.61    9.66   600.03  128.11  124.38   -1.98    0.82955   -5.39996   -4.36403    0.32847   -3.19455   -1.117    0.608    0.013    2.931    0.332   -0.255    0.054    9.521   -0.709  707.475     74.6   9715.9   9454.3    270.7   42.6981110  39.9473800 0 00:16:07.900
   2562  967.920  -10.81  -74.86    6.04   29.61    9.66   599.99  128.17  124.43   -1.99    0.83576   -5.34064   -4.36968    0.35149   -3.20332   -1.116    0.590    0.013    2.978    0.345   -0.244    0.052    9.523   -0.701  707.479     74.7   9715.9   9455.3    271.3   42.6981174  39.9473800 0 00:16:07.920
   2563  967.940  -10.81  -74.86    6.04   29.61    9.66   599.95  128.22  124.49   -2.00    0.84227   -5.28036   -4.37514    0.37425   -3.21203   -1.115    0.572    0.013    3.024    0.358   -0.234    0.050    9.525   -0.693  707.482     74.7   9715.9   9456.3    271.9   42.6981238  39.9473799 0 00:16:07.940
   2564  967.960   -9.45  -76.17    6.14   29.87    9.73   599.91  128.28  124.54   -2.00    0.84905   -5.21914   -4.38040    0.39697   -3.21964   -1.115    0.555    0.013    3.069    0.371   -0.223    0.052    9.590   -0.691  707.486     74.8   9715.9   9521.2    276.4   42.6981302  39.9473799 0 00:16:07.960
   2565  967.980   -9.45  -76.17    6.14   29.87    9.73   599.87  128.33  124.60   -2.01    0.85612   -5.15700   -4.38545    0.41939   -3.22617   -1.115    0.538    0.013    3.114    0.383   -0.212    0.050    9.592   -0.683  707.489     74.9   9715.9   9521.8    277.0   42.6981366  39.9473798 0 00:16:07.980
   2566  968.000   -9.45  -76.17    6.14   29.87    9.73   599.83  128.39  124.65   -2.01    0.86346   -5.09394   -4.39030    0.44152   -3.23264   -1.116    0.522    0.013    3.158    0.396   -0.201    0.048    9.593   -0.675  707.492     74.9   9715.9   9522.6    277.7   42.6981430  39.9473798 0 00:16:08.000
   2567  968.020   -9.45  -76.17    6.14   29.87    9.73   599.79  128.45  124.71   -2.02    0.87108   -5.02998   -4.39495    0.46337   -3.23907   -1.116    0.507    0.013    3.201    0.408   -0.190    0.047    9.595   -0.666  707.496     75.0   9715.9   9523.4    278.3   42.6981494  39.9473797 0 00:16:08.020
   2568  968.040   -9.45  -76.17    6.14   29.87    9.73   599.75  128.50  124.76   -2.02    0.87898   -4.96514   -4.39939    0.48494   -3.24544   -1.116    0.492    0.013    3.244    0.421   -0.179    0.045    9.596   -0.657  707.499     75.1   9715.9   9524.1    279.0   42.6981558  39.9473796 0 00:16:08.040
   2569  968.060   -7.97  -77.38    6.28   30.14    9.80   599.71  128.56  124.82   -2.03    0.88714   -4.89941   -4.40363    0.50621   -3.25175   -1.115    0.477    0.013    3.285    0.432   -0.168    0.041    9.664   -0.664  707.503     75.1   9715.9   9591.0    285.4   42.6981622  39.9473795 0 00:16:08.060
   2570  968.080   -7.97  -77.38    6.28   30.14    9.80   599.67  128.62  124.87   -2.03    0.89556   -4.83286   -4.40765    0.52754   -3.25589   -1.117    0.463    0.013    3.326    0.444   -0.157    0.045    9.665   -0.646  707.506     75.2   9715.9   9591.7    284.3   42.6981686  39.9473795 0 00:16:08.080
   2571  968.100   -7.97  -77.38    6.28   30.14    9.80   599.63  128.67  124.93   -2.03    0.90424   -4.76546   -4.41146    0.54842   -3.25999   -1.118    0.450    0.013    3.367    0.456   -0.145    0.044    9.666   -0.637  707.510     75.3   9715.9   9592.1    285.0   42.6981750  39.9473794 0 00:16:08.100
   2572  968.120   -7.97  -77.38    6.28   30.14    9.81   599.59  128.73  124.98   -2.04    0.91318   -4.69724   -4.41507    0.56900   -3.26404   -1.119    0.437    0.013    3.407    0.468   -0.134    0.042    9.668   -0.628  707.513     75.3   9715.9   9592.6    285.7   42.6981814  39.9473793 0 00:16:08.120
   2573  968.140   -7.97  -77.38    6.28   30.14    9.81   599.55  128.78  125.04   -2.04    0.92238   -4.62820   -4.41845    0.58927   -3.26805   -1.120    0.424    0.013    3.446    0.479   -0.123    0.041    9.669   -0.618  707.517     75.4   9715.9   9593.1    286.4   42.6981879  39.9473792 0 00:16:08.140
   2574  968.160   -7.97  -77.38    6.28   30.14    9.81   599.51  128.84  125.09   -2.04    0.93182   -4.55837   -4.42163    0.60923   -3.27202   -1.120    0.412    0.013    3.484    0.490   -0.112    0.039    9.670   -0.609  707.520     75.5   9715.9   9593.6    287.1   42.6981943  39.9473791 0 00:16:08.160
   2575  968.180   -6.39  -78.48    6.45   30.41    9.88   599.47  128.90  125.15   -2.04    0.94151   -4.48777   -4.42459    0.62913   -3.27485   -1.122    0.401    0.013    3.520    0.501   -0.101    0.041    9.740   -0.605  707.523     75.5   9715.9   9662.6    292.0   42.6982007  39.9473790 0 00:16:08.180
   2576  968.200   -6.39  -78.48    6.45   30.41    9.88   599.43  128.95  125.20   -2.05    0.95144   -4.41643   -4.42733    0.64866   -3.27655   -1.124    0.390    0.013    3.556    0.512   -0.090    0.040    9.741   -0.596  707.527     75.6   9715.9   9662.7    292.7   42.6982072  39.9473789 0 00:16:08.200
   2577  968.220   -6.39  -78.48    6.45   30.41    9.88   599.38  129.01  125.26   -2.05    0.96161   -4.34433   -4.42985    0.66786   -3.27821   -1.126    0.380    0.013    3.592    0.523   -0.079    0.039    9.742   -0.586  707.530     75.7   9715.8   9663.0    293.5   42.6982136  39.9473788 0 00:16:08.220
   2578  968.240   -6.39  -78.48    6.45   30.41    9.88   599.34  129.07  125.31   -2.05    0.97201   -4.27150   -4.43215    0.68674   -3.27984   -1.128    0.370    0.013    3.628    0.534   -0.067    0.037    9.743   -0.576  707.534     75.7   9715.8   9663.2    294.2   42.6982200  39.9473787 0 00:16:08.240
   2579  968.260   -6.39  -78.48    6.45   30.41    9.88   599.30  129.12  125.37   -2.05    0.98264   -4.19796   -4.43422    0.70529   -3.28145   -1.129    0.361    0.013    3.662    0.544   -0.056    0.036    9.743   -0.566  707.537     75.8   9715.8   9663.5    295.0   42.6982265  39.9473786 0 00:16:08.260
   2580  968.280   -4.72  -79.47    6.66   30.70    9.96   599.26  129.18  125.42   -2.05    0.99350   -4.12371   -4.43608    0.72351   -3.28302   -1.131    0.352    0.013    3.694    0.554   -0.045    0.033    9.815   -0.573  707.541     75.9   9715.8   9733.9    302.7   42.6982329  39.9473785 0 00:16:08.280
   2581  968.300   -4.72  -79.47    6.66   30.70    9.96   599.22  129.24  125.48   -2.05    1.00457   -4.04882   -4.43771    0.74176   -3.28232   -1.134    0.343    0.013    3.726    0.564   -0.034    0.037    9.816   -0.551  707.544     75.9   9715.8   9734.0    300.8   42.6982394  39.9473784 0 00:16:08.300
   2582  968.320   -4.72  -79.47    6.66   30.70    9.96   599.18  129.29  125.53   -2.06    1.01587   -3.97326   -4.43912    0.75950   -3.28159   -1.137    0.336    0.013    3.758    0.574   -0.022    0.036    9.816   -0.541  707.548     76.0   9715.8   9733.9    301.6   42.6982458  39.9473783 0 00:16:08.320
   2583  968.340   -4.72  -79.47    6.66   30.70    9.96   599.14  129.35  125.59   -2.06    1.02737   -3.89704   -4.44029    0.77689   -3.28085   -1.140    0.328    0.013    3.789    0.584   -0.011    0.035    9.817   -0.531  707.551     76.1   9715.8   9734.0    302.4   42.6982523  39.9473782 0 00:16:08.340
   2584  968.360   -4.72  -79.47    6.66   30.70    9.96   599.10  129.41  125.64   -2.06    1.03909   -3.82020   -4.44125    0.79394   -3.28009   -1.142    0.322    0.013    3.820    0.593    0.000    0.034    9.817   -0.520  707.555     76.1   9715.8   9733.9    303.2   42.6982587  39.9473781 0 00:16:08.360
   2585  968.380   -4.72  -79.47    6.66   30.70    9.96   599.06  129.46  125.70   -2.06    1.05102   -3.74273   -4.44197    0.81064   -3.27931   -1.144    0.315    0.013    3.849    0.603    0.012    0.033    9.818   -0.509  707.558     76.2   9715.8   9734.0    304.0   42.6982652  39.9473779 0 00:16:08.380
   2586  968.400   -2.97  -80.33    6.89   30.99   10.04   599.01  129.52  125.75   -2.06    1.06314   -3.66469   -4.44246    0.82728   -3.27741   -1.148    0.309    0.013    3.876    0.611    0.023    0.035    9.888   -0.504  707.562     76.3   9715.8   9803.0    309.2   42.6982716  39.9473778 0 00:16:08.400
   2587  968.420   -2.97  -80.33    6.89   30.99   10.04   598.97  129.58  125.81   -2.06    1.07546   -3.58608   -4.44272    0.84346   -3.27439   -1.152    0.304    0.013    3.904    0.620    0.034    0.034    9.888   -0.493  707.565     76.3   9715.8   9802.7    310.0   42.6982781  39.9473777 0 00:16:08.420
   2588  968.440   -2.97  -80.33    6.89   30.99   10.04   598.93  129.63  125.86   -2.05    1.08797   -3.50690   -4.44275    0.85928   -3.27137   -1.155    0.300    0.013    3.930    0.629    0.046    0.033    9.888   -0.482  707.569     76.4   9715.8   9802.3    310.8   42.6982845  39.9473776 0 00:16:08.440
   2589  968.460   -2.97  -80.33    6.89   30.99   10.04   598.89  129.69  125.92   -2.05    1.10066   -3.42717   -4.44254    0.87475   -3.26835   -1.159    0.295    0.013    3.957    0.638    0.057    0.032    9.888   -0.471  707.572     76.5   9715.8   9802.0    311.7   42.6982910  39.9473774 0 00:16:08.460
   2590  968.480   -2.97  -80.33    6.89   30.99   10.04   598.85  129.74  125.97   -2.05    1.11355   -3.34692   -4.44210    0.88985   -3.26532   -1.162    0.292    0.013    3.982    0.646    0.068    0.031    9.888   -0.460  707.576     76.5   9715.8   9801.6    312.5   42.6982975  39.9473773 0 00:16:08.480
   2591  968.500   -1.16  -81.07    7.16   31.28   10.11   598.81  129.80  126.03   -2.05    1.12661   -3.26614   -4.44143    0.90460   -3.26228   -1.165    0.288    0.013    4.004    0.654    0.080    0.029    9.956   -0.467  707.579     76.6   9715.8   9868.8    321.2   42.6983040  39.9473772 0 00:16:08.500
   2592  968.520   -1.16  -81.07    7.16   31.28   10.12   598.77  129.86  126.08   -2.05    1.13984   -3.18491   -4.44052    0.91935   -3.25710   -1.169    0.286    0.013    4.028    0.662    0.091    0.032    9.956   -0.443  707.583     76.7   9715.8   9868.3    318.6   42.6983104  39.9473770 0 00:16:08.520
   2593  968.540   -1.16  -81.07    7.16   31.28   10.12   598.73  129.91  126.14   -2.05    1.15325   -3.10320   -4.43937    0.93352   -3.25191   -1.174    0.283    0.013    4.051    0.670    0.103    0.031    9.956   -0.431  707.586     76.7   9715.8   9867.7    319.5   42.6983169  39.9473769 0 00:16:08.540
   2594  968.560   -1.16  -81.07    7.16   31.28   10.12   598.69  129.97  126.20   -2.04    1.16682   -3.02103   -4.43798    0.94733   -3.24674   -1.178    0.282    0.013    4.072    0.678    0.114    0.031    9.956   -0.420  707.590     76.8   9715.8   9867.1    320.3   42.6983234  39.9473767 0 00:16:08.560
   2595  968.580   -1.16  -81.07    7.16   31.28   10.12   598.65  130.03  126.25   -2.04    1.18055   -2.93841   -4.43636    0.96076   -3.24157   -1.182    0.280    0.013    4.094    0.685    0.125    0.030    9.956   -0.408  707.593     76.9   9715.8   9866.6    321.2   42.6983299  39.9473766 0 00:16:08.580
   2596  968.600   -1.16  -81.07    7.16   31.28   10.12   598.61  130.08  126.31   -2.04    1.19444   -2.85536   -4.43449    0.97382   -3.23641   -1.186    0.280    0.013    4.114    0.692    0.137    0.029    9.956   -0.397  707.597     76.9   9715.8   9866.0    322.1   42.6983364  39.9473764 0 00:16:08.600
